cluster,length,contig_id,per_identity,rep
Cluster 10,1235,t1_NODE_133_length_1235_cov_2.944915,98.22,False
Cluster 10,10418,t1_NODE_3_length_10418_cov_37.158545,99.52,False
Cluster 10,1970,t2_NODE_1_length_1970_cov_5.089295,97.92,False
Cluster 10,1383,t2_NODE_4_length_1383_cov_6.098645,98.63,False
Cluster 10,1318,t2_NODE_5_length_1318_cov_4.026128,97.95,False
Cluster 10,1134,t2_NODE_7_length_1134_cov_4.896200,97.27,False
Cluster 11,10039,t1_NODE_1_length_10039_cov_21.039263,100.00,True
Cluster 12,7992,t1_NODE_3_length_7992_cov_5.122212,98.96,False
Cluster 12,6862,t1_NODE_1_length_6862_cov_4.234171,90.15,False
Cluster 12,8406,t1_NODE_2_length_8406_cov_7.446414,98.91,False
Cluster 12,2976,t1_NODE_32_length_2976_cov_3.819582,99.46,False
Cluster 12,1945,t1_NODE_63_length_1945_cov_3.897884,99.59,False
Cluster 12,1802,t1_NODE_329_length_1802_cov_5.724098,93.78,False
Cluster 12,9267,t1_NODE_1_length_9267_cov_5.793530,100.00,True
Cluster 13,9135,t1_NODE_3_length_9135_cov_83.150330,97.41,False
Cluster 13,9159,t1_NODE_2_length_9159_cov_634.408172,100.00,True
Cluster 13,9129,t2_NODE_1_length_9129_cov_46.496363,91.67,False
Cluster 13,1576,t2_NODE_7_length_1576_cov_4.199211,90.61,False
Cluster 13,1331,t2_NODE_8_length_1331_cov_5.159875,90.46,False
Cluster 13,9159,t2_NODE_1_length_9159_cov_38.165532,91.43,False
Cluster 13,2173,t2_NODE_4_length_2173_cov_3.585930,90.70,False
Cluster 13,1793,t2_NODE_5_length_1793_cov_3.689298,92.69,False
Cluster 13,1374,t2_NODE_10_length_1374_cov_3.876422,90.47,False
Cluster 14,8412,t1_NODE_3_length_8412_cov_29.051334,100.00,True
Cluster 15,6137,t1_NODE_2_length_6137_cov_7.225584,100.00,False
Cluster 15,4579,t1_NODE_1_length_4579_cov_5.815429,99.93,False
Cluster 15,1283,t1_NODE_118_length_1283_cov_3.765472,98.75,False
Cluster 15,1099,t1_NODE_185_length_1099_cov_3.035441,93.27,False
Cluster 15,8369,t1_NODE_4_length_8369_cov_22.803223,100.00,True
Cluster 16,1146,t1_NODE_17_length_1146_cov_3.214482,89.18,False
Cluster 16,1024,t1_NODE_23_length_1024_cov_3.098039,92.58,False
Cluster 16,8183,t1_NODE_5_length_8183_cov_12.805979,100.00,True
Cluster 16,4745,t1_NODE_4_length_4745_cov_3.188699,91.11,False
Cluster 16,1826,t1_NODE_39_length_1826_cov_3.806889,92.22,False
Cluster 16,1459,t1_NODE_69_length_1459_cov_2.851852,92.12,False
Cluster 16,4357,t1_NODE_6_length_4357_cov_4.654812,91.92,False
Cluster 16,1552,t1_NODE_89_length_1552_cov_3.410154,92.85,False
Cluster 16,1257,t1_NODE_172_length_1257_cov_3.935108,90.06,False
Cluster 17,8145,t1_NODE_4_length_8145_cov_11.927318,100.00,True
Cluster 18,1455,t1_NODE_73_length_1455_cov_3.749286,87.63,False
Cluster 18,1272,t1_NODE_116_length_1272_cov_1.857025,89.70,False
Cluster 18,1468,t1_NODE_258_length_1468_cov_5.580326,88.90,False
Cluster 18,2036,t1_NODE_99_length_2036_cov_14.908127,92.58,False
Cluster 18,1551,t1_NODE_249_length_1551_cov_19.647059,85.69,False
Cluster 18,1089,t1_NODE_1012_length_1089_cov_4.886847,89.72,False
Cluster 18,8089,t1_NODE_2_length_8089_cov_21.677994,100.00,True
Cluster 19,1379,t1_NODE_71_length_1379_cov_2.734139,99.64,False
Cluster 19,1042,t1_NODE_154_length_1042_cov_2.220871,99.42,False
Cluster 19,3005,t1_NODE_45_length_3005_cov_5.765763,86.39,False
Cluster 19,1885,t1_NODE_229_length_1885_cov_3.438798,95.49,False
Cluster 19,1700,t1_NODE_315_length_1700_cov_3.267477,98.47,False
Cluster 19,3457,t1_NODE_31_length_3457_cov_3.967372,94.53,False
Cluster 19,2312,t1_NODE_136_length_2312_cov_3.756314,96.41,False
Cluster 19,1071,t1_NODE_1172_length_1071_cov_4.111220,98.32,False
Cluster 19,3832,t1_NODE_17_length_3832_cov_4.738152,86.64,False
Cluster 19,3176,t1_NODE_36_length_3176_cov_7.723486,91.66,False
Cluster 19,1382,t1_NODE_318_length_1382_cov_2.238885,87.05,False
Cluster 19,2501,t1_NODE_21_length_2501_cov_2.890842,99.08,False
Cluster 19,3859,t1_NODE_6_length_3859_cov_3.889064,89.30,False
Cluster 19,2469,t1_NODE_21_length_2469_cov_5.620133,98.74,False
Cluster 19,1395,t1_NODE_123_length_1395_cov_3.685075,90.25,False
Cluster 19,3517,t1_NODE_14_length_3517_cov_4.643270,92.92,False
Cluster 19,2455,t1_NODE_44_length_2455_cov_6.014167,94.13,False
Cluster 19,1208,t1_NODE_370_length_1208_cov_4.952298,91.39,False
Cluster 19,1927,t1_NODE_75_length_1927_cov_2.944979,99.79,False
Cluster 19,1363,t1_NODE_229_length_1363_cov_4.172783,99.78,False
Cluster 19,1030,t1_NODE_468_length_1030_cov_3.517949,96.31,False
Cluster 19,4941,t1_NODE_21_length_4941_cov_3.928981,91.48,False
Cluster 19,5032,t1_NODE_11_length_5032_cov_4.536066,92.23,False
Cluster 19,2954,t1_NODE_10_length_2954_cov_6.172473,86.97,False
Cluster 19,1249,t1_NODE_176_length_1249_cov_5.556951,92.07,False
Cluster 19,2523,t1_NODE_11_length_2523_cov_4.044165,93.54,False
Cluster 19,1305,t1_NODE_114_length_1305_cov_2.769600,99.77,False
Cluster 19,7858,t1_NODE_3_length_7858_cov_10.689094,100.00,True
Cluster 19,2786,t1_NODE_24_length_2786_cov_3.913219,89.20,False
Cluster 19,2131,t1_NODE_65_length_2131_cov_3.653661,99.77,False
Cluster 19,6841,t1_NODE_3_length_6841_cov_14.024020,98.17,False
Cluster 19,5525,t1_NODE_4_length_5525_cov_5.848812,87.44,False
Cluster 19,2414,t1_NODE_58_length_2414_cov_4.332344,99.25,False
Cluster 19,3063,t1_NODE_34_length_3063_cov_3.767952,99.90,False
Cluster 19,2037,t1_NODE_93_length_2037_cov_3.026741,99.90,False
Cluster 19,1711,t1_NODE_156_length_1711_cov_3.778382,88.84,False
Cluster 19,1058,t1_NODE_737_length_1058_cov_3.763709,99.72,False
Cluster 19,1065,t1_NODE_17_length_1065_cov_1.825743,98.31,False
Cluster 20,1482,t1_NODE_252_length_1482_cov_4.829713,100.00,False
Cluster 20,1071,t1_NODE_769_length_1071_cov_1.500984,99.63,False
Cluster 20,2133,t1_NODE_359_length_2133_cov_3.726179,98.97,False
Cluster 20,2080,t1_NODE_61_length_2080_cov_2.520988,98.94,False
Cluster 20,1997,t1_NODE_182_length_1997_cov_2.475283,98.85,False
Cluster 20,1424,t1_NODE_10_length_1424_cov_2.859752,89.26,False
Cluster 20,1833,t1_NODE_250_length_1833_cov_2.177728,88.27,False
Cluster 20,1275,t1_NODE_759_length_1275_cov_3.014754,96.63,False
Cluster 20,1410,t1_NODE_153_length_1410_cov_1.859041,92.70,False
Cluster 20,1495,t1_NODE_245_length_1495_cov_4.122917,99.20,False
Cluster 20,1212,t1_NODE_523_length_1212_cov_1.783924,92.90,False
Cluster 20,5031,t1_NODE_12_length_5031_cov_3.844855,94.26,False
Cluster 20,2857,t1_NODE_71_length_2857_cov_3.710207,85.40,False
Cluster 20,7813,t1_NODE_3_length_7813_cov_9.506058,100.00,True
Cluster 21,3391,t1_NODE_9_length_3391_cov_2.859412,94.16,False
Cluster 21,1408,t1_NODE_66_length_1408_cov_3.039172,97.37,False
Cluster 21,1703,t1_NODE_314_length_1703_cov_2.738471,97.65,False
Cluster 21,3267,t1_NODE_13_length_3267_cov_6.527709,97.52,False
Cluster 21,1239,t1_NODE_222_length_1239_cov_4.936655,86.52,False
Cluster 21,7663,t1_NODE_3_length_7663_cov_20.766562,100.00,True
Cluster 21,1717,t1_NODE_12_length_1717_cov_4.752106,97.90,False
Cluster 21,1114,t1_NODE_37_length_1114_cov_9.464589,98.03,False
Cluster 21,3463,t1_NODE_25_length_3463_cov_12.801643,90.79,False
Cluster 21,1156,t1_NODE_522_length_1156_cov_8.449591,99.65,False
Cluster 21,1011,t1_NODE_777_length_1011_cov_4.460251,92.78,False
Cluster 21,3000,t1_NODE_34_length_3000_cov_8.220713,86.40,False
Cluster 21,1028,t1_NODE_1121_length_1028_cov_6.810894,94.94,False
Cluster 21,2383,t1_NODE_24_length_2383_cov_13.541667,96.22,False
Cluster 21,1183,t1_NODE_192_length_1183_cov_7.067376,94.93,False
Cluster 21,4591,t1_NODE_5_length_4591_cov_8.653219,91.05,False
Cluster 21,2366,t1_NODE_50_length_2366_cov_8.427521,97.59,False
Cluster 21,1190,t1_NODE_378_length_1190_cov_7.647577,98.66,False
Cluster 21,2056,t1_NODE_67_length_2056_cov_9.802599,98.10,False
Cluster 21,1223,t1_NODE_329_length_1223_cov_9.975171,98.94,False
Cluster 21,2015,t1_NODE_61_length_2015_cov_5.903061,97.47,False
Cluster 21,1685,t1_NODE_103_length_1685_cov_2.892025,97.51,False
Cluster 21,1229,t1_NODE_929_length_1229_cov_10.770017,90.89,False
Cluster 21,1420,t1_NODE_125_length_1420_cov_13.632234,97.39,False
Cluster 21,1389,t1_NODE_132_length_1389_cov_7.634933,97.98,False
Cluster 21,4310,t1_NODE_23_length_4310_cov_12.319859,86.96,False
Cluster 21,1373,t1_NODE_575_length_1373_cov_5.471168,89.44,False
Cluster 21,1180,t1_NODE_831_length_1180_cov_11.575111,90.59,False
Cluster 21,1668,t1_NODE_139_length_1668_cov_5.729696,97.66,False
Cluster 21,4775,t1_NODE_9_length_4775_cov_12.934322,92.77,False
Cluster 21,1347,t1_NODE_539_length_1347_cov_16.712074,93.76,False
Cluster 21,3157,t1_NODE_23_length_3157_cov_7.928433,97.72,False
Cluster 21,1284,t1_NODE_466_length_1284_cov_8.792514,96.18,False
Cluster 21,2314,t1_NODE_78_length_2314_cov_4.397964,90.92,False
Cluster 21,3120,t1_NODE_23_length_3120_cov_4.553344,91.89,False
Cluster 21,1187,t1_NODE_512_length_1187_cov_3.556537,97.39,False
Cluster 21,5101,t1_NODE_19_length_5101_cov_24.932224,90.88,False
Cluster 21,2011,t1_NODE_386_length_2011_cov_9.161554,92.99,False
Cluster 21,1782,t1_NODE_3_length_1782_cov_7.008686,97.36,False
Cluster 22,1379,t1_NODE_5_length_1379_cov_4.351208,98.40,False
Cluster 22,1079,t1_NODE_13_length_1079_cov_2.662109,98.42,False
Cluster 22,3693,t1_NODE_6_length_3693_cov_4.572842,95.69,False
Cluster 22,2748,t1_NODE_57_length_2748_cov_10.919049,91.78,False
Cluster 22,1077,t1_NODE_349_length_1077_cov_4.606654,97.68,False
Cluster 22,4385,t1_NODE_18_length_4385_cov_14.231409,95.19,False
Cluster 22,2326,t1_NODE_73_length_2326_cov_7.379128,97.64,False
Cluster 22,7533,t1_NODE_1_length_7533_cov_25.988901,100.00,True
Cluster 22,3565,t1_NODE_22_length_3565_cov_12.038746,96.94,False
Cluster 22,1453,t1_NODE_382_length_1453_cov_4.658798,98.55,False
Cluster 22,3811,t1_NODE_7_length_3811_cov_14.228435,91.92,False
Cluster 22,1242,t1_NODE_162_length_1242_cov_8.717776,98.63,False
Cluster 22,2397,t1_NODE_46_length_2397_cov_5.931682,98.16,False
Cluster 22,1283,t1_NODE_274_length_1283_cov_4.598534,92.21,False
Cluster 22,1949,t1_NODE_256_length_1949_cov_24.787223,91.23,False
Cluster 22,1683,t1_NODE_404_length_1683_cov_3.447789,96.85,False
Cluster 22,1556,t1_NODE_492_length_1556_cov_9.367755,97.43,False
Cluster 22,3691,t1_NODE_30_length_3691_cov_12.181518,98.54,False
Cluster 22,1223,t1_NODE_1098_length_1223_cov_5.117295,99.35,False
Cluster 22,1110,t1_NODE_184_length_1110_cov_3.833175,98.56,False
Cluster 22,2901,t1_NODE_12_length_2901_cov_7.981026,98.17,False
Cluster 22,1078,t1_NODE_1850_length_1078_cov_3.712610,95.92,False
Cluster 22,1167,t1_NODE_394_length_1167_cov_7.911871,95.89,False
Cluster 22,5217,t1_NODE_6_length_5217_cov_15.254746,93.75,False
Cluster 22,3823,t1_NODE_18_length_3823_cov_16.338376,92.18,False
Cluster 22,1178,t1_NODE_593_length_1178_cov_2.422974,92.78,False
Cluster 22,4325,t1_NODE_38_length_4325_cov_21.174473,90.38,False
Cluster 22,1259,t1_NODE_1487_length_1259_cov_4.223422,97.70,False
Cluster 23,7337,t1_NODE_5_length_7337_cov_17.738533,100.00,True
Cluster 24,1039,t1_NODE_7_length_1039_cov_2.266260,99.71,False
Cluster 24,1490,t1_NODE_89_length_1490_cov_6.512195,99.73,False
Cluster 24,1077,t1_NODE_288_length_1077_cov_9.020548,99.35,False
Cluster 24,1059,t1_NODE_309_length_1059_cov_8.233068,98.96,False
Cluster 24,1327,t1_NODE_62_length_1327_cov_3.715409,99.17,False
Cluster 24,1106,t1_NODE_109_length_1106_cov_3.621313,90.05,False
Cluster 24,1011,t1_NODE_139_length_1011_cov_6.331590,94.86,False
Cluster 24,2464,t1_NODE_27_length_2464_cov_7.284350,89.53,False
Cluster 24,2041,t1_NODE_50_length_2041_cov_6.444612,96.23,False
Cluster 24,1263,t1_NODE_263_length_1263_cov_5.927980,97.86,False
Cluster 24,1132,t1_NODE_379_length_1132_cov_5.247911,97.35,False
Cluster 24,1842,t1_NODE_19_length_1842_cov_10.772804,98.48,False
Cluster 24,1003,t1_NODE_146_length_1003_cov_14.178270,95.61,False
Cluster 24,4435,t1_NODE_4_length_4435_cov_8.393379,92.83,False
Cluster 24,1525,t1_NODE_229_length_1525_cov_5.459864,89.97,False
Cluster 24,4113,t1_NODE_10_length_4113_cov_9.287827,99.88,False
Cluster 24,1129,t1_NODE_994_length_1129_cov_5.614525,99.20,False
Cluster 24,2988,t1_NODE_8_length_2988_cov_4.605523,98.86,False
Cluster 24,1336,t1_NODE_152_length_1336_cov_5.939891,99.33,False
Cluster 24,1082,t1_NODE_305_length_1082_cov_6.973710,97.50,False
Cluster 24,2091,t1_NODE_38_length_2091_cov_7.389980,88.67,False
Cluster 24,7329,t1_NODE_2_length_7329_cov_15.504537,100.00,True
Cluster 24,2404,t1_NODE_36_length_2404_cov_6.061728,90.64,False
Cluster 24,1268,t1_NODE_279_length_1268_cov_4.814509,98.34,False
Cluster 24,1014,t1_NODE_536_length_1014_cov_3.340980,98.82,False
Cluster 24,2670,t1_NODE_34_length_2670_cov_5.027151,99.44,False
Cluster 24,1630,t1_NODE_191_length_1630_cov_7.052063,86.44,False
Cluster 24,1406,t1_NODE_310_length_1406_cov_10.071058,98.65,False
Cluster 24,4051,t1_NODE_17_length_4051_cov_5.487988,94.32,False
Cluster 24,2010,t1_NODE_70_length_2010_cov_5.418926,87.51,False
Cluster 24,1268,t1_NODE_267_length_1268_cov_3.727947,96.06,False
Cluster 24,1095,t1_NODE_16_length_1095_cov_2.835577,87.95,False
Cluster 24,1239,t1_NODE_130_length_1239_cov_2.752534,98.31,False
Cluster 24,3009,t1_NODE_42_length_3009_cov_8.438727,88.87,False
Cluster 24,2799,t1_NODE_56_length_2799_cov_8.674198,99.18,False
Cluster 24,1023,t1_NODE_44_length_1023_cov_4.703512,99.80,False
Cluster 24,1006,t1_NODE_47_length_1006_cov_4.076761,99.20,False
Cluster 24,1940,t1_NODE_33_length_1940_cov_2.700265,88.92,False
Cluster 24,1316,t1_NODE_104_length_1316_cov_2.432197,98.71,False
Cluster 24,1212,t1_NODE_140_length_1212_cov_3.400173,99.83,False
Cluster 24,2138,t1_NODE_19_length_2138_cov_4.406145,99.11,False
Cluster 24,3895,t1_NODE_19_length_3895_cov_11.814844,96.41,False
Cluster 24,3480,t1_NODE_9_length_3480_cov_5.829781,91.75,False
Cluster 24,5568,t1_NODE_11_length_5568_cov_10.100671,91.20,False
Cluster 24,1213,t1_NODE_831_length_1213_cov_2.478411,86.15,False
Cluster 24,4037,t1_NODE_12_length_4037_cov_8.792315,98.02,False
Cluster 24,1388,t1_NODE_307_length_1388_cov_9.063016,96.18,False
Cluster 24,3840,t1_NODE_13_length_3840_cov_7.715456,98.93,False
Cluster 24,1466,t1_NODE_298_length_1466_cov_5.377746,96.79,False
Cluster 24,1019,t1_NODE_874_length_1019_cov_3.121369,99.71,False
Cluster 24,3313,t1_NODE_8_length_3313_cov_5.634131,99.91,False
Cluster 24,1217,t1_NODE_202_length_1217_cov_6.241824,99.18,False
Cluster 24,1081,t1_NODE_284_length_1081_cov_4.481481,98.89,False
Cluster 24,6114,t1_NODE_3_length_6114_cov_8.613468,98.22,False
Cluster 24,1996,t1_NODE_44_length_1996_cov_3.308604,98.90,False
Cluster 24,4101,t1_NODE_6_length_4101_cov_7.451063,95.22,False
Cluster 24,1500,t1_NODE_167_length_1500_cov_11.768858,99.60,False
Cluster 24,3493,t1_NODE_15_length_3493_cov_5.816172,89.21,False
Cluster 24,1381,t1_NODE_252_length_1381_cov_3.875566,98.19,False
Cluster 24,3560,t1_NODE_10_length_3560_cov_5.596862,91.80,False
Cluster 24,2325,t1_NODE_42_length_2325_cov_4.904405,99.14,False
Cluster 24,1463,t1_NODE_184_length_1463_cov_10.800426,97.33,False
Cluster 24,1270,t1_NODE_282_length_1270_cov_9.351440,94.25,False
Cluster 24,3057,t1_NODE_11_length_3057_cov_5.554630,87.60,False
Cluster 24,1091,t1_NODE_408_length_1091_cov_3.810811,98.26,False
Cluster 24,4131,t1_NODE_37_length_4131_cov_10.239941,99.95,False
Cluster 24,1259,t1_NODE_865_length_1259_cov_6.113787,99.36,False
Cluster 24,2891,t1_NODE_68_length_2891_cov_8.159732,98.44,False
Cluster 24,2515,t1_NODE_108_length_2515_cov_6.124390,97.10,False
Cluster 24,1498,t1_NODE_72_length_1498_cov_10.537769,100.00,False
Cluster 24,1269,t1_NODE_115_length_1269_cov_10.023064,98.58,False
Cluster 24,1194,t1_NODE_206_length_1194_cov_3.789289,97.99,False
Cluster 24,1737,t1_NODE_42_length_1737_cov_4.483948,92.57,False
Cluster 24,1285,t1_NODE_117_length_1285_cov_5.728455,96.96,False
Cluster 24,6215,t1_NODE_7_length_6215_cov_17.542532,97.67,False
Cluster 24,3666,t1_NODE_36_length_3666_cov_8.510385,98.55,False
Cluster 24,2011,t1_NODE_76_length_2011_cov_7.437628,98.81,False
Cluster 24,2838,t1_NODE_60_length_2838_cov_9.117858,99.68,False
Cluster 24,1727,t1_NODE_292_length_1727_cov_10.695574,99.02,False
Cluster 24,2424,t1_NODE_56_length_2424_cov_8.577881,99.88,False
Cluster 24,1528,t1_NODE_277_length_1528_cov_10.698574,99.48,False
Cluster 24,2487,t1_NODE_62_length_2487_cov_6.827303,99.28,False
Cluster 24,2376,t1_NODE_73_length_2376_cov_7.439466,97.60,False
Cluster 24,3095,t1_NODE_24_length_3095_cov_6.698684,98.22,False
Cluster 24,1084,t1_NODE_685_length_1084_cov_11.346939,97.79,False
Cluster 24,5772,t1_NODE_14_length_5772_cov_12.974637,97.73,False
Cluster 25,1192,t1_NODE_201_length_1192_cov_4.656113,97.99,False
Cluster 25,1190,t1_NODE_204_length_1190_cov_4.214978,93.78,False
Cluster 25,1050,t1_NODE_325_length_1050_cov_4.699497,95.24,False
Cluster 25,1240,t1_NODE_279_length_1240_cov_7.194093,94.76,False
Cluster 25,1540,t1_NODE_221_length_1540_cov_1.617508,97.47,False
Cluster 25,4214,t1_NODE_8_length_4214_cov_7.990142,86.12,False
Cluster 25,1354,t1_NODE_546_length_1354_cov_5.165512,90.25,False
Cluster 25,1142,t1_NODE_253_length_1142_cov_3.415823,88.44,False
Cluster 25,1052,t1_NODE_1262_length_1052_cov_3.226680,99.90,False
Cluster 25,1455,t1_NODE_468_length_1455_cov_6.232143,96.70,False
Cluster 25,7283,t1_NODE_5_length_7283_cov_8.860819,100.00,True
Cluster 26,1508,t1_NODE_62_length_1508_cov_2.309704,99.80,False
Cluster 26,1242,t1_NODE_124_length_1242_cov_2.047178,94.44,False
Cluster 26,1896,t1_NODE_56_length_1896_cov_2.998370,99.16,False
Cluster 26,1062,t1_NODE_367_length_1062_cov_2.444886,94.16,False
Cluster 26,7197,t1_NODE_4_length_7197_cov_7.613694,100.00,True
Cluster 27,3477,t1_NODE_55_length_3477_cov_5.099649,99.88,False
Cluster 27,3990,t1_NODE_10_length_3990_cov_3.409403,99.90,False
Cluster 27,7171,t1_NODE_2_length_7171_cov_6.151771,100.00,True
Cluster 27,6753,t1_NODE_7_length_6753_cov_5.404150,98.79,False
Cluster 27,4260,t1_NODE_16_length_4260_cov_3.482283,99.95,False
Cluster 27,3195,t1_NODE_35_length_3195_cov_4.135987,99.94,False
Cluster 27,3393,t1_NODE_18_length_3393_cov_3.472738,98.59,False
Cluster 28,1181,t1_NODE_11_length_1181_cov_3.120782,96.19,False
Cluster 28,3199,t1_NODE_11_length_3199_cov_4.420165,86.59,False
Cluster 28,1742,t1_NODE_32_length_1742_cov_3.538234,96.27,False
Cluster 28,1149,t1_NODE_116_length_1149_cov_3.829068,99.22,False
Cluster 28,2135,t1_NODE_151_length_2135_cov_4.439904,96.49,False
Cluster 28,1084,t1_NODE_341_length_1084_cov_4.260447,92.71,False
Cluster 28,5280,t1_NODE_5_length_5280_cov_18.736459,96.55,False
Cluster 28,1658,t1_NODE_180_length_1658_cov_7.963194,86.49,False
Cluster 28,5328,t1_NODE_5_length_5328_cov_9.113787,86.64,False
Cluster 28,1106,t1_NODE_706_length_1106_cov_5.916270,91.50,False
Cluster 28,2314,t1_NODE_33_length_2314_cov_4.640992,90.41,False
Cluster 28,1471,t1_NODE_120_length_1471_cov_3.405367,97.76,False
Cluster 28,1016,t1_NODE_352_length_1016_cov_5.408949,99.11,False
Cluster 28,2899,t1_NODE_39_length_2899_cov_7.706751,97.59,False
Cluster 28,1164,t1_NODE_751_length_1164_cov_7.271416,99.74,False
Cluster 28,1095,t1_NODE_911_length_1095_cov_4.519231,97.63,False
Cluster 28,3309,t1_NODE_9_length_3309_cov_8.300553,96.89,False
Cluster 28,2005,t1_NODE_42_length_2005_cov_7.754872,93.47,False
Cluster 28,3327,t1_NODE_15_length_3327_cov_5.822433,92.28,False
Cluster 28,4259,t1_NODE_8_length_4259_cov_9.551142,98.36,False
Cluster 28,3430,t1_NODE_12_length_3430_cov_8.523556,98.45,False
Cluster 28,1431,t1_NODE_214_length_1431_cov_3.838663,98.25,False
Cluster 28,2742,t1_NODE_20_length_2742_cov_7.334202,97.01,False
Cluster 28,1447,t1_NODE_189_length_1447_cov_4.319684,97.24,False
Cluster 28,2427,t1_NODE_30_length_2427_cov_6.690978,90.28,False
Cluster 28,2145,t1_NODE_49_length_2145_cov_5.646890,99.02,False
Cluster 28,1256,t1_NODE_262_length_1256_cov_6.209825,100.00,False
Cluster 28,5262,t1_NODE_16_length_5262_cov_15.708661,90.84,False
Cluster 28,1461,t1_NODE_591_length_1461_cov_9.309388,99.73,False
Cluster 28,4848,t1_NODE_14_length_4848_cov_15.544961,93.54,False
Cluster 28,1078,t1_NODE_1600_length_1078_cov_2.411535,96.66,False
Cluster 28,1051,t1_NODE_205_length_1051_cov_4.517068,99.14,False
Cluster 28,1028,t1_NODE_226_length_1028_cov_3.705036,91.15,False
Cluster 28,5595,t1_NODE_8_length_5595_cov_10.889170,90.83,False
Cluster 28,1088,t1_NODE_1798_length_1088_cov_8.472410,99.63,False
Cluster 28,2286,t1_NODE_125_length_2286_cov_29.661139,99.52,False
Cluster 28,1795,t1_NODE_253_length_1795_cov_44.968391,92.03,False
Cluster 28,4354,t1_NODE_14_length_4354_cov_22.046057,98.28,False
Cluster 28,1462,t1_NODE_438_length_1462_cov_8.894812,86.94,False
Cluster 28,1259,t1_NODE_674_length_1259_cov_10.335548,98.41,False
Cluster 28,2644,t1_NODE_40_length_2644_cov_9.004635,97.69,False
Cluster 28,4960,t1_NODE_6_length_4960_cov_11.636901,98.47,False
Cluster 28,1090,t1_NODE_670_length_1090_cov_9.714010,96.51,False
Cluster 28,7059,t1_NODE_4_length_7059_cov_33.355939,100.00,True
Cluster 29,7025,t1_NODE_6_length_7025_cov_16.227403,100.00,True
Cluster 30,2843,t1_NODE_42_length_2843_cov_4.087159,90.36,False
Cluster 30,2467,t1_NODE_64_length_2467_cov_8.846186,98.99,False
Cluster 30,7019,t1_NODE_2_length_7019_cov_7.216973,100.00,True
Cluster 31,1378,t1_NODE_206_length_1378_cov_2.888133,85.20,False
Cluster 31,1034,t1_NODE_511_length_1034_cov_2.221655,97.49,False
Cluster 31,1718,t1_NODE_237_length_1718_cov_5.140710,98.49,False
Cluster 31,1964,t1_NODE_46_length_1964_cov_4.301729,98.32,False
Cluster 31,6964,t1_NODE_3_length_6964_cov_8.209292,100.00,True
Cluster 31,1525,t1_NODE_386_length_1525_cov_3.408844,97.57,False
Cluster 31,1739,t1_NODE_256_length_1739_cov_3.819477,98.22,False
Cluster 31,1041,t1_NODE_1324_length_1041_cov_5.444219,98.94,False
Cluster 31,2819,t1_NODE_43_length_2819_cov_5.130608,87.76,False
Cluster 31,1279,t1_NODE_111_length_1279_cov_4.486928,90.46,False
Cluster 31,2741,t1_NODE_64_length_2741_cov_6.540953,98.94,False
Cluster 31,1029,t1_NODE_42_length_1029_cov_2.534908,99.22,False
